roll in the aisles	0000000703-002
roll on	0000027949-008
roll ones eyes	0000011380-031
roll out	0000027949-009
roll out the red carpet for 	0000026948-001
roll over	0000027949-010
roll over in ones grave	0000014128-003
roll round	0000027949-004
roll up	0000027949-011
roll up ones sleeves	0000030231-003
roof	0000004814-003	0000027996-001	0000027996-002	0000027996-003	0000027996-004	0000027996-005	0000027996-006
rooftops	0000028000-001
room	0000010328-001	0000028004-001
room and board	0000028004-001
roost	0000028014-001	0000028014-002
root	0000028016-002	0000028016-003	0000028016-004	0000028016-005	0000028018-001
root and branch	0000028016-002
rooted	0000028022-001
root out	0000028016-004	0000028018-001
roots	0000028016-001
root up	0000028016-005
rope	0000028024-001	0000028024-002	0000028024-003	0000028024-005	0000028024-006	0000028024-007
rope in	0000028024-005
rope into doing	0000028024-006
rope off	0000028024-007
ropes	0000028024-004
rose	0000028030-002
roses	0000028030-001	0000028030-002	0000028030-003	0000028030-004
rot	0000028048-001
rotation	0000028052-001
rot away	0000028048-001
rotten	0000028058-001	0000028058-002
rough	0000008667-001	0000010139-003	0000010923-001	0000028064-001	0000028064-002	0000028064-003	0000028064-004	0000028064-005	0000028064-006	0000028064-007	0000028064-008	0000033541-032
rough it	0000028064-006
roughly	0000028072-001	0000030946-001
roughly speaking	0000028072-001
roughly strictly speaking	0000030946-001
rough out	0000028064-007
roughshod	0000028075-001
rough up	0000028064-008
round	0000002130-024	0000002813-001	0000003858-018	0000004384-019	0000005533-002	0000005782-002	0000005796-001	0000006188-053	0000006996-003	0000013571-066	0000013571-067	0000013796-067	0000013796-068	0000014648-072	0000014832-004	0000014864-026	0000014909-014	0000017333-005	0000019150-043	0000019150-044	0000020558-001	0000022897-005	0000023619-004	0000023619-016	0000023853-002	0000026542-001	0000027807-002	0000027949-004	0000028077-001	0000028077-002	0000028077-003	0000028077-004	0000028078-002	0000028078-004	0000028078-005	0000028078-006	0000028078-007	0000028078-008	0000030132-001	0000032528-001	0000032538-005	0000032714-030	0000032714-031	0000032731-025	0000032731-026	0000034403-022	0000034403-023	0000034479-001	0000036278-075	0000036278-076	0000036782-007	0000037004-005	0000037004-006	0000037004-016	0000037004-017	0000037230-007
round about	0000028077-003
round about 	0000028077-004
round down	0000028078-004
round off	0000028078-005
round on 	0000028078-006
round out	0000028078-007
rounds	0000028078-001	0000028078-003
round the back	0000002130-024
round the bend	0000002813-001
round the clock	0000005782-002
round the corner	0000006996-003
round up	0000028078-008
round upon 	0000028078-006
route	0000028095-001
roving	0000028099-001
row	0000028101-001	0000028101-002
Rs	0000026395-001
rub	0000012571-001	0000014648-043	0000021630-009	0000022100-016	0000028133-001	0000028133-002	0000028133-003	0000028133-004	0000028133-005	0000028133-006	0000028133-007	0000028133-008	0000028133-009	0000028426-001
rub along	0000028133-003
rub down	0000028133-004
rub elbows with 	0000028133-001
Rubicon	0000028149-001
rub in	0000028133-005
rub it in	0000028133-006
rub off	0000028133-007
rub off on 	0000028133-008
rub off onto 	0000028133-008
rub ones forehead	0000012571-001
rub ones hands	0000014648-043
rub out	0000028133-009
rub salt into s wound	0000028426-001
rub salt into s wounds	0000028426-001
rub salt into the wound	0000028426-001
rub salt into the wounds	0000028426-001
rub shoulders with 	0000028133-001
rub s nose in it 	0000022100-016
rub s nose in it	0000022100-016
rub s nose in the dirt	0000022100-016
rub the back of ones neck	0000021630-009
rub the wrong way	0000028133-002
rub up the wrong way	0000028133-002
rude	0000002060-001
ruffle	0000011708-003
ruffle s feathers	0000011708-003
rug	0000028170-001	0000032486-002
ruin	0000026431-001
ruins	0000028176-001
rule	0000009247-001	0000014981-020	0000017395-003	0000028014-001	0000028180-001	0000028180-002	0000028180-004	0000028180-005	0000028180-006	0000028180-007	0000033451-001
rule off	0000028180-006
 rule of thumb	0000033451-001
rule of thumb	0000033451-001
rule out	0000028180-007
rules	0000028180-003
rule the roost	0000028014-001
rule with an iron fist	0000017395-003
rule with a rod of iron 	0000017395-003
rule with a rod of iron	0000017395-003
run	0000000530-001	0000000998-001	0000002271-007	0000003251-008	0000004036-001	0000005533-002	0000007199-007	0000008151-003	0000009815-001	0000011380-032	0000011544-002	0000012496-003	0000013330-001	0000013386-001	0000014308-022	0000014308-023	0000017125-001	0000026508-002	0000027807-002	0000027825-001	0000027847-004	0000027847-005	0000028075-001	0000028203-002	0000028203-003	0000028203-004	0000028203-005	0000028203-006	0000028203-007	0000028203-008	0000028203-009	0000028203-010	0000028203-011	0000028203-012	0000028203-013	0000028203-014	0000028203-015	0000028203-016	0000028203-017	0000028203-018	0000028203-019	0000028203-020	0000028203-021	0000028203-022	0000028203-023	0000028203-024	0000028203-025	0000028203-026	0000028203-027	0000028203-028	0000028203-029	0000028203-030	0000028203-031	0000028203-032	0000028203-033	0000028203-034	0000028203-035	0000028203-036	0000028203-037	0000028203-038	0000028203-039	0000028203-040	0000028203-041	0000028203-042	0000028203-043	0000028203-044	0000028203-045	0000029072-001	0000029576-002	0000029664-010	0000029664-011	0000031281-001	0000031521-005	0000036050-001	0000036739-001
run across 	0000028203-004
run afoul of 	0000000530-001
run after 	0000028203-005
run along	0000028203-006
run amok	0000000998-001
run an eye over 	0000011380-032
run a risk	0000027847-004
run a risk 	0000027847-004
runaround	0000028205-001
run around	0000028203-007
run around in circles	0000005533-002
run a tight ship	0000029576-002
run away	0000028203-008
run away from 	0000028203-009
run away with 	0000028203-010
run back	0000028203-011
run back over 	0000028203-012
run before one can walk	0000028203-002
run by 	0000028203-013
run deep	0000008151-003
run down	0000028203-014
run down 	0000028203-015
run dry	0000009815-001
run for it	0000028203-003
rung	0000002777-004	0000028211-001
run in	0000028203-016
run in s family	0000011544-002
run interference	0000017125-001
run in the family	0000011544-002
run into 	0000028203-017	0000028203-018
run into the buffers	0000004036-001
run into the ground	0000014308-022
running	0000007763-001	0000014308-016	0000028203-001	0000028216-001	0000033056-001	0000035282-012
run off 	0000028203-022	0000028203-023
run off	0000028203-019
run off at the mouth	0000028203-020
run off the rails	0000026508-002
run off with 	0000028203-021
run on 	0000028203-025
run on	0000028203-024
run ones course	0000007199-007
run oneself into the ground	0000014308-023
run ones eye over 	0000011380-032
run ones eyes over 	0000011380-032
run out	0000028203-026
run out of 	0000028203-028	0000028203-029
run out of gas	0000013330-001
run out of steam	0000031521-005
run out on 	0000028203-027
run over	0000028203-030
run over 	0000028203-031
run rings around 	0000027807-002
run rings round 	0000027807-002
run riot	0000027825-001
run risks	0000027847-004
run roughshod over 	0000028075-001
run round in circles	0000005533-002
run short	0000029664-010
run short of 	0000029664-011
run short on 	0000029664-011
run the gauntlet	0000013386-001
run the risk of 	0000027847-005
run through	0000028203-032
run through 	0000028203-033	0000028203-034
run to 	0000028203-035
run to seed	0000029072-001
run up	0000028203-036
run up against 	0000028203-037
run wild	0000036739-001
run with 	0000028203-038
rupture	0000028229-001
rupture oneself	0000028229-001
rush	0000004100-001	0000028233-001	0000028233-002	0000028233-003	0000028233-004	0000028233-005
rush about	0000028233-001
rush around 	0000028233-001
rush around	0000028233-001
rushed	0000012496-003
rush out	0000028233-002
rush through	0000028233-003
rust	0000028246-001
rust away	0000028246-001
rustle	0000028249-001
rustle up	0000028249-001
rut	0000028253-001
s	0000000046-001	0000000199-002	0000000199-006	0000000227-001	0000000258-002	0000000258-003	0000000381-001	0000000425-003	0000000811-001	0000000832-001	0000000927-001	0000001031-001	0000001174-001	0000001381-001	0000001381-002	0000001562-006	0000001793-001	0000001895-001	0000002130-004	0000002130-008	0000002130-009	0000002130-010	0000002130-014	0000002130-015	0000002130-016	0000002130-018	0000002130-026	0000002186-001	0000002186-002	0000002186-003	0000002194-002	0000002271-010	0000002600-001	0000002659-001	0000002741-001	0000002821-001	0000002821-002	0000002877-006	0000002934-001	0000002934-002	0000002943-002	0000003130-001	0000003251-001	0000003251-004	0000003251-005	0000003251-007	0000003251-008	0000003329-004	0000003342-002	0000003412-001	0000003491-001	0000003491-007	0000003491-008	0000003693-003	0000003693-004	0000003786-011	0000003951-001	0000003996-002	0000004247-005	0000004247-007	0000004650-008	0000004754-003	0000004754-005	0000004900-001	0000005067-001	0000005107-003	0000005107-010	0000005149-004	0000005359-001	0000005618-002	0000005782-003	0000005782-004	0000005919-001	0000006137-003	0000006213-002	0000006363-002	0000006432-001	0000006529-001	0000006621-001	0000006736-001	0000006853-001	0000007218-005	0000007298-001	0000007363-005	0000007642-001	0000007658-001	0000007855-001	0000007934-027	0000007934-031	0000008014-001	0000008036-001	0000008094-001	0000008151-001	0000008283-002	0000008526-002	0000008557-001	0000008595-001	0000008615-001	0000008754-001	0000008869-002	0000008883-001	0000008962-001	0000008967-001	0000009005-001	0000009056-001	0000009108-001	0000009434-004	0000009434-011	0000009445-001	0000009681-004	0000009802-003	0000009857-006	0000009998-004	0000009998-010	0000010040-003	0000010258-001	0000010486-002	0000010926-001	0000011243-003	0000011243-007	0000011380-003	0000011380-007	0000011380-012	0000011380-021	0000011380-022	0000011380-030	0000011380-032	0000011380-038	0000011380-039	0000011423-002	0000011423-004	0000011423-007	0000011423-009	0000011423-021	0000011512-026	0000011544-002	0000011567-002	0000011682-004	0000011700-005	0000011708-001	0000011708-003	0000011906-001	0000011992-017	0000011997-001	0000012013-004	0000012174-001	0000012174-002	0000012174-003	0000012235-001	0000012251-003	0000012496-001	0000012496-023	0000012496-025	0000012496-034	0000012496-037	0000012496-039	0000012521-001	0000012687-002	0000012941-001	0000013262-003	0000013262-007	0000013405-001	0000013713-001	0000013808-001	0000013945-001	0000013945-002	0000013957-001	0000014004-002	0000014105-001	0000014105-002	0000014128-003	0000014263-003	0000014273-001	0000014308-007	0000014452-002	0000014481-001	0000014530-001	0000014552-001	0000014552-004	0000014552-007	0000014552-008	0000014648-001	0000014648-005	0000014648-009	0000014648-024	0000014648-033	0000014648-036	0000014648-054	0000014700-018	0000014909-001	0000014909-004	0000014909-007	0000014909-009	0000014909-010	0000014909-015	0000014909-016	0000014909-017	0000014909-037	0000014909-040	0000014909-049	0000014956-001	0000014981-001	0000014981-003	0000014981-005	0000014981-022	0000014981-027	0000015001-001	0000015048-001	0000015048-005	0000015048-007	0000015048-012	0000015082-002	0000015209-002	0000015359-004	0000015424-001	0000015547-005	0000015583-004	0000015583-005	0000015613-003	0000015833-003	0000016022-007	0000016572-001	0000016951-001	0000016982-001	0000016992-001	0000017116-002	0000017679-001	0000017732-002	0000017783-002	0000017804-002	0000017937-001	0000017946-001	0000017992-001	0000018086-002	0000018086-004	0000018127-001	0000018130-001	0000018303-001	0000018303-002	0000018416-007	0000018472-001	0000018477-005	0000018550-005	0000018661-001	0000018726-001	0000018784-011	0000018784-013	0000018822-002	0000018904-006	0000019150-052	0000019173-002	0000019196-004	0000019204-002	0000019324-013	0000019324-016	0000019612-002	0000019801-002	0000020111-010	0000020241-004	0000020293-001	0000020293-002	0000020303-001	0000020558-001	0000020575-001	0000020575-005	0000020575-007	0000020575-010	0000020575-012	0000020575-033	0000020575-036	0000020691-001	0000020923-015	0000021199-006	0000021252-002	0000021252-003	0000021351-002	0000021444-001	0000021459-004	0000021459-008	0000021459-012	0000021459-018	0000021608-001	0000021630-003	0000021700-002	0000022100-004	0000022100-014	0000022100-015	0000022100-016	0000022202-006	0000022202-007	0000022425-001	0000022474-002	0000022574-008	0000022719-002	0000023204-001	0000023212-001	0000023224-004	0000023337-001	0000023337-002	0000023416-002	0000023580-007	0000023580-010	0000023684-001	0000023684-002	0000023694-002	0000024566-010	0000024566-014	0000024566-015	0000024566-019	0000024583-001	0000024693-001	0000024787-001	0000024787-005	0000024787-007	0000024817-019	0000025217-001	0000025263-001	0000025428-001	0000025519-003	0000025649-003	0000025706-001	0000026081-001	0000026087-003	0000026205-001	0000026318-001	0000026697-001	0000026764-001	0000027078-001	0000027119-002	0000027208-001	0000027422-001	0000027508-005	0000027996-005	0000028030-004	0000028170-001	0000028203-040	0000028378-003	0000028378-004	0000028426-001	0000028564-001	0000028624-001	0000028637-001	0000028669-002	0000029344-001	0000029443-001	0000029460-003	0000029530-001	0000029618-001	0000029618-002	0000029702-004	0000029709-001	0000029816-001	0000029816-002	0000029816-005	0000029816-006	0000029816-013	0000029816-021	0000029862-005	0000030016-001	0000030114-001	0000030114-002	0000030114-004	0000030114-007	0000030390-003	0000030596-001	0000030772-003	0000031136-001	0000031509-001	0000031717-005	0000031837-003	0000031868-002	0000031868-003	0000031868-004	0000032394-004	0000032486-001	0000032693-001	0000032836-002	0000033157-001	0000033210-005	0000033331-001	0000033365-001	0000033386-001	0000033389-001	0000033425-005	0000033425-006	0000033425-007	0000033451-003	0000033451-007	0000033457-002	0000033541-019	0000033541-040	0000033623-001	0000033688-001	0000033688-002	0000033688-003	0000033772-005	0000033979-001	0000033979-003	0000034276-001	0000034403-030	0000035013-001	0000035776-003	0000036044-001	0000036050-004	0000036050-005	0000036205-009	0000036278-010	0000036278-021	0000036278-036	0000036278-070	0000036278-077	0000036380-002	0000036711-001	0000036785-007	0000036832-001	0000036868-001	0000036875-011	0000036962-003	0000036985-001	0000036992-016	0000036992-017	0000037004-001	0000037080-007
S	0000013571-076	0000035403-008
sack	0000028289-001	0000028289-002
sackcloth	0000028291-001
sack out	0000028289-002
sad	0000006232-001	0000028308-001
sadder	0000028308-002
sadder and wiser	0000028308-002
sadder but wiser	0000028308-002
saddle	0000004175-001	0000028310-001
sad to say	0000028308-001
safe	0000002877-005	0000018127-003	0000023301-001	0000028321-001	0000028321-002	0000028321-003
safe and sound	0000028321-002
safebet	0000002877-005
safe in the knowledge that 	0000018127-003
safest	0000002877-006
said	0000010648-006	0000021201-001	0000028621-002	0000028621-006	0000028621-030	0000028621-033	0000028621-035	0000028621-039	0000028621-044	0000030739-003
sail	0000028355-001	0000028355-002	0000028355-003	0000028355-004
sailing	0000028358-001
sails	0000036785-007
sail through 	0000028355-001
saint	0000023694-001
sake	0000013822-001	0000015016-002	0000024546-001	0000028378-001	0000028378-002	0000028378-003	0000028378-004	0000028378-005
sale	0000028396-001	0000028396-002	0000028396-003
salt	0000028426-001	0000028426-002	0000028426-003	0000028426-004	0000028426-005
salt away	0000028426-005
salve	0000028442-001
salve ones conscience	0000028442-001
Samaritan	0000028447-001
same	0000003366-001	0000003786-008	0000005653-002	0000006034-003	0000018292-001	0000018477-004	0000020575-003	0000022573-014	0000023275-002	0000027996-006	0000028449-001	0000028449-002	0000028449-004	0000028449-005	0000028449-006	0000031765-007	0000032805-002	0000033541-014	0000033711-001	0000036267-001	0000036278-035
Same	0000008717-002	0000028449-003	0000028449-004	0000028449-006
Same again	0000028449-004
Same difference	0000008717-002
Same here	0000028449-003
Same to you	0000028449-006
sand	0000014909-006	0000028469-001
sardines	0000028525-001
satisfaction	0000028564-001
saturation	0000028573-001
save	0000001364-001	0000002194-002	0000003342-002	0000003786-010	0000011423-018	0000015209-001	0000018344-010	0000018743-016	0000028593-002	0000028594-001	0000028594-002	0000030114-008
Save	0000028593-001
save appearances	0000001364-001
save face	0000011423-018
save for 	0000028594-001
save for last	0000018344-010
save ones breath	0000003786-010
save ones hide	0000015209-001
save ones own hide	0000015209-001
save ones own skin	0000030114-008
save ones skin	0000030114-008
save s bacon	0000002194-002
save s blushes	0000003342-002
save that 	0000028594-002
save until last	0000018344-010
save up	0000028593-002
saw	0000018344-012	0000028609-001	0000028609-002	0000028609-003	0000028609-004	0000028609-005
saw down	0000028609-001
saw off 	0000028609-003
saw off	0000028609-002
saw through	0000028609-004
saw up	0000028609-005
say	0000001300-003	0000003618-004	0000007878-001	0000007878-003	0000008705-008	0000013907-001	0000014872-001	0000014971-007	0000015076-001	0000015076-002	0000018504-008	0000018649-001	0000020092-010	0000021371-001	0000021643-003	0000021646-001	0000021749-004	0000022130-020	0000024385-009	0000028308-001	0000028621-001	0000028621-003	0000028621-004	0000028621-005	0000028621-007	0000028621-008	0000028621-009	0000028621-010	0000028621-011	0000028621-012	0000028621-013	0000028621-014	0000028621-015	0000028621-017	0000028621-018	0000028621-019	0000028621-020	0000028621-021	0000028621-023	0000028621-024	0000028621-025	0000028621-027	0000028621-028	0000028621-029	0000028621-034	0000028621-036	0000028621-037	0000028621-040	0000028621-042	0000028621-043	0000028621-045	0000031803-002	0000032144-001	0000033220-006	0000034678-001	0000036518-003	0000036992-015
Say	0000005245-001	0000028621-022	0000028621-026	0000036545-001
say a lot for 	0000028621-020
Say cheese	0000005245-001
say goodbye	0000013907-001
say hello	0000015076-001
say hello to 	0000015076-002
saying	0000014971-007	0000028621-016	0000028621-031	0000028621-032	0000028622-001
say it all	0000028621-021
Say no more	0000028621-022
say ones piece	0000024385-009
says	0000028621-038	0000028621-041
say-so	0000028624-001
say the word	0000036992-015
say to oneself	0000028621-023
say uncle	0000034678-001
say very little for 	0000028621-020
say what	0000028621-024
say what you like	0000028621-025
say what you like 	0000028621-025
say what you want	0000028621-025
say what you will	0000028621-025
Say when	0000028621-026	0000036545-001
s best bet	0000002877-006
scale	0000028635-001	0000028635-002	0000028635-003	0000028635-004
scale back	0000028635-003
scale back 	0000028635-003
scale down	0000028635-003
scales	0000028636-001	0000028636-002	0000028637-001
scale up	0000028635-004
scar	0000028664-001
scarce	0000028666-001
scarcely	0000011047-014	0000028667-001	0000028667-002	0000036546-002
scarcely before 	0000028667-002
scarcely ever	0000011047-014	0000028667-001
scarcely when 	0000028667-002	0000036546-002
scare	0000007942-003	0000023416-001	0000028669-001	0000028669-002	0000028669-003	0000028669-004	0000036904-001
scare away 	0000028669-001
scare away	0000028669-001
scared	0000028671-001
scare off	0000028669-001
scare out of s wits 	0000028669-002
scare out of s wits	0000028669-002
scare the daylights out of 	0000007942-003
scare the life out of 	0000028669-003
scare the living daylights out of 	0000007942-003
scare the pants off 	0000023416-001
scare to death	0000028669-002
scare up	0000028669-004
scare witless	0000036904-001
scar for life	0000028664-001
scene	0000005113-005	0000028688-002	0000028688-003
scenery	0000005113-005
scenes	0000028688-001
scent	0000028691-001	0000028691-002
scheme	0000028702-001
school	0000028721-001	0000032909-001
s claim to fame	0000005618-002
scoop	0000028769-001
scoop up	0000028769-001
score	0000003957-001	0000024817-018	0000028778-001	0000028778-002	0000028778-003	0000028778-004	0000028778-005
score off 	0000028778-005
score points	0000024817-018
scorn	0000028784-001
scot-free	0000028794-001
Scott	0000014164-002
scramble	0000012496-015
scramble to ones feet	0000012496-015
scrap	0000028824-001
scrape	0000003602-007	0000003635-001	0000028822-001	0000028822-002	0000028822-003	0000028822-004
scrape along	0000028822-001
scrape bottom	0000003602-007
scrape by 	0000028822-001
scrape by	0000028822-001
scrape through 	0000028822-003
scrape through	0000028822-002
scrape together	0000028822-004
scrape together 	0000028822-004
scrape up	0000028822-004
scratch	0000014909-042	0000028828-001	0000028828-002	0000028828-003	0000028828-004	0000028828-005	0000032370-002
scratch about	0000028828-001
scratch around 	0000028828-001
scratch around	0000028828-001
scratch ones head	0000014909-042
scratch out	0000028828-002
scratch the surface	0000032370-002
scream	0000014909-043
screaming	0000009628-001
scream ones head off	0000014909-043
screech	0000028838-001
screech to a halt	0000028838-001
screech to a halt 	0000028838-001
screech to a standstill	0000028838-001
screen	0000026444-001	0000028839-001	0000028839-002
screen off	0000028839-001
screen out	0000028839-002
screw	0000028846-001	0000028846-003	0000028846-004	0000028846-005
screw around	0000028846-003
screwed	0000014909-021
screw out of 	0000028846-004
screws	0000028846-002
screw up	0000028846-005
scrub	0000028869-001	0000028869-002	0000028869-003
scrub off	0000028869-001
scrub out	0000028869-002
scrub up	0000028869-003
Sea	0000017582-001
sea	0000008616-003	0000028910-001	0000028910-002	0000028910-003	0000028910-004	0000028910-005
seal	0000028926-002	0000028926-003	0000028926-004	0000028926-005	0000028926-006	0000028926-007
sealed	0000028926-001	0000029870-003
seal in	0000028926-002
seal of approval	0000028926-005
seal off	0000028926-003
seal up	0000028926-004
seams	0000004181-001	0000028937-001	0000028937-002
search	0000028949-001	0000028949-003
Search	0000028949-002
Search me	0000028949-002
search out	0000028949-003
season	0000028961-001	0000028961-002
Seasons	0000028961-003
Seasons Greetings	0000028961-003
seat	0000002165-001	0000009752-001	0000010139-005	0000028968-001
Second	0000037057-002
second	0000011052-006	0000011865-004	0000014582-001	0000014648-004	0000022161-001	0000024566-018	0000024997-001	0000028992-001	0000028992-002	0000029017-001	0000029023-001	0000029023-002	0000029023-003	0000029023-004	0000036359-009	0000037230-009
second-best	0000029003-001
secret	0000029026-001	0000029026-002
Secretary	0000029030-001
secure	0000018127-003
secure in the knowledge that 	0000018127-003
security	0000029051-001
see	0000002130-027	0000006137-003	0000009434-009	0000010851-002	0000011380-033	0000012116-008	0000012599-002	0000014696-001	0000018263-002	0000018344-011	0000018642-010	0000018649-002	0000018743-013	0000018784-008	0000018784-009	0000018813-006	0000020092-005	0000020092-011	0000024817-019	0000026942-002	0000029071-001	0000029071-002	0000029071-004	0000029071-005	0000029071-007	0000029071-008	0000029071-009	0000029071-010	0000029071-012	0000029071-013	0000029071-014	0000029071-016	0000029071-017	0000029071-021	0000029071-022	0000029071-023	0000029071-024	0000029071-025	0000029071-026	0000029071-027	0000029071-028	0000029071-029	0000029071-030	0000029071-031	0000029071-032	0000029071-033	0000029071-034	0000029071-035	0000029071-036	0000029071-037	0000029071-038	0000029262-007	0000029344-006	0000031411-003	0000031789-005	0000033325-008	0000036033-004	0000036278-071	0000036962-001	0000037142-002
See	0000004650-011	0000029071-015	0000029071-018	0000029071-019
see about 	0000029071-024
see after 	0000029071-026
see against 	0000029071-027
see a lot of 	0000029071-012
see around 	0000029071-028
see around	0000029071-029
see coming	0000029071-013
seed	0000029072-001
see eye to eye with 	0000011380-033
see fit 	0000012116-008
see fit	0000012116-008
see fit to do	0000012116-008
see for oneself	0000029071-014
See here	0000029071-015
see how the land lies	0000018263-002
See if I care	0000004650-011
see in	0000029071-030
see in 	0000029071-031
seeing	0000029071-003	0000029071-006	0000029071-020
seeing 	0000029071-020
seeing that 	0000029071-020
seek	0000012687-001	0000029079-001
seek ones fortune	0000012687-001
seek out	0000029079-001
see less of 	0000029071-016
see life	0000018743-013
seem	0000022593-007	0000029081-001
seem like 	0000029081-001
seem like oneself	0000022593-007
seem oneself	0000022593-007
see more of 	0000029071-016
seems	0000029081-002
see much of 	0000029071-012
seen	0000007934-020	0000007968-008	0000015209-003	0000029071-011
see off	0000029071-032
see ones way clear to do	0000036278-071
see ones way clear to to doing	0000036278-071
see ones way to do 	0000036278-071
see ones way to do	0000036278-071
see ones way to to doing	0000036278-071
see out	0000029071-033
see over 	0000029071-034
seep	0000029086-001
seep away	0000029086-001
see red	0000026942-002
see sense	0000029262-007
see service	0000029344-006
see something of life	0000018743-013
see s point	0000024817-019
see stars	0000031411-003
see straight	0000031789-005
see that 	0000029071-017
see the back of 	0000002130-027
see the color of s money	0000006137-003
see the error of ones ways	0000010851-002
see the handwriting on the wall	0000014696-001
see the last of 	0000018344-011
see the light	0000018784-008
see the light of day	0000018784-009
see the writing on the wall	0000037142-002
see things	0000033325-008
see through	0000029071-035
see through 	0000029071-036	0000029071-037
see to 	0000029071-038
see to it that 	0000029071-017
see to the door	0000009434-009
See you	0000029071-018
See you again	0000029071-019
See you later	0000029071-018
See you See you later 	0000029071-018
See you soon	0000029071-018
seize	0000029104-001
seize up	0000029104-001
seldom	0000029106-001	0000029106-002
seldom if ever	0000029106-001
seldom or never	0000029106-002
self	0000029433-001	0000032714-027
self-defense	0000029137-001
sell	0000029198-002	0000029198-003	0000029198-004	0000029198-005	0000029198-006	0000029198-007	0000029198-008	0000030785-001
sell down the river	0000029198-002
selling	0000015658-001
sell off	0000029198-005
sell oneself	0000029198-003
sell ones soul	0000030785-001
sell ones soul 	0000030785-001
sell ones soul to the devil	0000030785-001
sell out	0000029198-006
sell out of 	0000029198-007
sell short	0000029198-004
sell up	0000029198-008
send	0000012235-001	0000012392-006	0000019232-012	0000023238-001	0000029243-001	0000029243-002	0000029243-003	0000029243-004	0000029243-005	0000029243-006	0000029243-007	0000029243-008	0000029243-009	0000029243-010	0000029243-011	0000029243-012	0000029615-001	0000029764-001	0000030211-015	0000036875-011
send a shudder through 	0000029764-001
send away	0000029243-001
send away for 	0000029243-002
send away with a flea in s ear	0000012235-001
send back	0000029243-003
send down	0000029243-004
send flying	0000012392-006
send for 	0000029243-005
send in	0000029243-006
send off	0000029243-007
send off for 	0000029243-008
send off with a flea in s ear	0000012235-001
send on	0000029243-009
send ones love	0000019232-012
send out	0000029243-010
send out for 	0000029243-011
send packing	0000023238-001
send s best wishes to 	0000036875-011
send s good wishes to 	0000036875-011
send shock waves through 	0000029615-001
send to sleep	0000030211-015
send up	0000029243-012
sense	0000022345-001	0000029262-001	0000029262-003	0000029262-004	0000029262-005	0000029262-007	0000029262-008	0000029262-009	0000035755-001
senses	0000029262-002	0000029262-006
sensitive	0000021700-003
sentence	0000029277-001
separate	0000007218-011	0000019676-009	0000029294-001	0000029513-003	0000036530-001
separate out	0000029294-001
separate the men from the boys	0000019676-009
separate the sheep from the goats	0000029513-003
separate the wheat from the chaff	0000036530-001
series	0000029330-001
seriously	0000029332-001
seriously speaking	0000029332-001
seriousness	0000029333-001
Sermon	0000029334-001
serve	0000029342-001	0000029342-002	0000029342-003
serve out	0000029342-001
serve right	0000029342-002
serves	0000020241-002
serve up	0000029342-003
service	0000018909-001	0000029344-001	0000029344-002	0000029344-003	0000029344-004	0000029344-005	0000029344-006
sesame	0000029358-001
set	0000002271-009	0000004814-007	0000005782-003	0000005782-004	0000010040-003	0000011380-034	0000011423-019	0000012013-012	0000012496-035	0000012496-036	0000012496-037	0000014981-012	0000014981-023	0000015690-008	0000015690-009	0000017605-001	0000018784-010	0000019166-007	0000019824-009	0000020575-030	0000020575-032	0000021135-002	0000023224-005	0000023872-001	0000026738-002	0000026894-005	0000027508-005	0000027769-005	0000027769-020	0000028355-003	0000028688-003	0000028926-006	0000029360-001	0000029360-002	0000029360-003	0000029360-004	0000029360-005	0000029360-006	0000029360-007	0000029360-008	0000029360-009	0000029360-010	0000029360-011	0000029360-012	0000029360-013	0000029360-014	0000029360-015	0000029360-016	0000029638-002	0000029862-016	0000031330-002	0000031721-003	0000031749-002	0000031789-003	0000033772-005	0000033984-001	0000036533-004	0000037004-037	0000037042-012
set about 	0000029360-001
set against 	0000029360-002
set apart	0000029360-003
set aside	0000029360-004
set at ease	0000010040-003
set at s ease	0000010040-003
set back	0000029360-005
set down	0000029360-006
set eyes on 	0000011380-034
set fire to 	0000012013-012
set fire to set on fire	0000012013-012
set foot in 	0000012496-035
set foot on	0000012496-036
set foot on 	0000012496-036
set foot upon	0000012496-036
set forth	0000029360-007
set forward	0000029360-008
set in	0000029360-009
set in motion	0000021135-002
set in stone	0000031721-003
set in train	0000033984-001
set light to 	0000018784-010
set loose	0000019166-007
set off	0000029360-010
set on 	0000029360-011
set oneself up as 	0000029360-014
set ones face against 	0000011423-019
set ones heart on 	0000014981-023
set ones house in order	0000015690-008
set ones jaw	0000017605-001
set ones mind on 	0000020575-032
set ones mind to 	0000020575-030
set ones own house in order	0000015690-008
set ones sights on 	0000029862-016
set on fire	0000012013-012
set on s feet	0000012496-037
set out	0000029360-012
set pen to paper	0000023872-001
set right	0000027769-005
set sail	0000028355-003
set s mind at rest	0000027508-005
set s teeth on edge	0000033772-005
set store by 	0000031749-002
set store on 	0000031749-002
set straight	0000031789-003
set the ball rolling	0000002271-009
set the cat among the pigeons	0000004814-007
set the clock ahead	0000005782-003
set the clock back	0000005782-004
set the clock forward	0000005782-003
set the clock on	0000005782-003
set the clocks ahead	0000005782-003
set the clocks back	0000005782-004
set the clocks forward	0000005782-003
set the clocks on	0000005782-003
set the pace	0000023224-005
set the record straight	0000026894-005
set the scene	0000028688-003
set the seal on 	0000028926-006
set the stage for 	0000031330-002
set the wheels in motion	0000036533-004
